"participant","scenario","epistemic_condition","hadto","probablity","morality","normality"
4,"scenario 1","knowledge","0","7","0","0"
7,"scenario 1","knowledge","51","51","51","51"
10,"scenario 1","knowledge","40","70","51","52"
12,"scenario 1","knowledge","80","39","64","41"
16,"scenario 1","knowledge","87","96","99","99"
22,"scenario 1","knowledge","100","66","100","100"
30,"scenario 1","knowledge","34","100","100","100"
31,"scenario 1","knowledge","100","100","100","100"
33,"scenario 1","knowledge","24","28","77","14"
35,"scenario 1","knowledge","100","100","100","100"
47,"scenario 1","knowledge","0","0","0","0"
51,"scenario 1","knowledge","0","0","0","0"
55,"scenario 1","knowledge","0","0","0","0"
58,"scenario 1","knowledge","2","19","9","1"
61,"scenario 1","knowledge","0","12","4","0"
64,"scenario 1","knowledge","39","71","52","91"
73,"scenario 1","knowledge","58","31","81","21"
75,"scenario 1","knowledge","94","92","89","90"
78,"scenario 1","knowledge","76","2","65","2"
81,"scenario 1","knowledge","94","96","100","97"
90,"scenario 1","knowledge","0","0","0","0"
96,"scenario 1","knowledge","62","57","87","45"
97,"scenario 1","knowledge","81","98","94","87"
104,"scenario 1","knowledge","50","41","28","57"
106,"scenario 1","knowledge","29","20","39","21"
111,"scenario 1","knowledge","1","1","1","1"
112,"scenario 1","knowledge","49","40","6","6"
113,"scenario 1","knowledge","0","1","0","0"
120,"scenario 1","knowledge","0","1","0","0"
130,"scenario 1","knowledge","9","17","12","11"
131,"scenario 1","knowledge","71","100","100","100"
133,"scenario 1","knowledge","56","51","100","63"
141,"scenario 1","knowledge","88","87","90","86"
142,"scenario 1","knowledge","100","100","100","100"
147,"scenario 1","knowledge","100","100","100","100"
149,"scenario 1","knowledge","0","0","0","0"
154,"scenario 1","knowledge","30","51","98","37"
158,"scenario 1","knowledge","100","100","100","100"
160,"scenario 1","knowledge","30","20","30","6"
162,"scenario 1","knowledge","86","92","95","95"
164,"scenario 1","knowledge","0","0","0","0"
169,"scenario 1","knowledge","88","48","15","68"
172,"scenario 1","knowledge","91","91","100","93"
174,"scenario 1","knowledge","83","93","100","97"
184,"scenario 1","knowledge","0","0","0","0"
185,"scenario 1","knowledge","100","100","100","100"
191,"scenario 1","knowledge","0","2","100","3"
193,"scenario 1","knowledge","72","40","67","10"
195,"scenario 1","knowledge","0","11","48","24"
203,"scenario 1","knowledge","0","9","15","0"
210,"scenario 1","knowledge","0","0","0","0"
211,"scenario 1","knowledge","83","89","87","77"
214,"scenario 1","knowledge","89","31","25","96"
217,"scenario 1","knowledge","95","83","78","89"
218,"scenario 1","knowledge","0","1","3","3"
220,"scenario 1","knowledge","100","100","100","100"
225,"scenario 1","knowledge","100","100","100","100"
230,"scenario 1","knowledge","100","100","100","100"
236,"scenario 1","knowledge","55","93","100","89"
237,"scenario 1","knowledge","79","92","100","94"
240,"scenario 1","knowledge","97","76","100","87"
242,"scenario 1","knowledge","0","0","0","0"
243,"scenario 1","knowledge","78","87","100","100"
245,"scenario 1","knowledge","0","0","12","0"
254,"scenario 1","knowledge","91","90","90","90"
260,"scenario 1","knowledge","24","11","6","4"
267,"scenario 1","knowledge","92","87","80","91"
273,"scenario 1","knowledge","0","0","0","0"
276,"scenario 1","knowledge","100","100","100","100"
284,"scenario 1","knowledge","0","90","100","100"
285,"scenario 1","knowledge","11","11","88","21"
288,"scenario 1","knowledge","97","65","95","78"
301,"scenario 1","knowledge","0","0","0","0"
302,"scenario 1","knowledge","36","9","0","0"
306,"scenario 1","knowledge","0","40","0","0"
307,"scenario 1","knowledge","69","65","59","85"
314,"scenario 1","knowledge","65","64","60","67"
315,"scenario 1","knowledge","44","50","100","77"
327,"scenario 1","knowledge","31","22","17","49"
329,"scenario 1","knowledge","10","26","27","0"
330,"scenario 1","knowledge","19","9","37","0"
334,"scenario 1","knowledge","0","0","50","0"
335,"scenario 1","knowledge","0","50","0","0"
345,"scenario 1","knowledge","0","0","0","0"
350,"scenario 1","knowledge","94","86","95","79"
358,"scenario 1","knowledge","94","96","100","99"
362,"scenario 1","knowledge","19","50","60","93"
363,"scenario 1","knowledge","92","91","100","91"
367,"scenario 1","knowledge","96","100","100","100"
368,"scenario 1","knowledge","93","92","100","100"
372,"scenario 1","knowledge","1","1","1","1"
375,"scenario 1","knowledge","0","50","7","0"
379,"scenario 1","knowledge","8","0","0","0"
380,"scenario 1","knowledge","0","7","0","5"
382,"scenario 1","knowledge","0","0","0","0"
387,"scenario 1","knowledge","89","87","100","86"
399,"scenario 1","knowledge","59","6","0","0"
401,"scenario 1","knowledge","0","0","0","0"
1,"scenario 1","ignorance","95","97","96","98"
6,"scenario 1","ignorance","3","3","3","1"
13,"scenario 1","ignorance","40","92","100","92"
14,"scenario 1","ignorance","15","13","12","23"
21,"scenario 1","ignorance","7","23","16","16"
23,"scenario 1","ignorance","19","19","40","40"
24,"scenario 1","ignorance","0","22","0","0"
27,"scenario 1","ignorance","39","59","39","46"
32,"scenario 1","ignorance","3","23","4","3"
34,"scenario 1","ignorance","12","15","4","30"
44,"scenario 1","ignorance","100","100","100","100"
45,"scenario 1","ignorance","93","100","100","100"
48,"scenario 1","ignorance","70","30","74","70"
50,"scenario 1","ignorance","0","0","0","0"
59,"scenario 1","ignorance","98","96","94","94"
60,"scenario 1","ignorance","22","40","100","54"
66,"scenario 1","ignorance","77","47","23","12"
67,"scenario 1","ignorance","0","0","0","0"
70,"scenario 1","ignorance","93","91","100","91"
77,"scenario 1","ignorance","0","24","81","3"
83,"scenario 1","ignorance","0","0","0","0"
85,"scenario 1","ignorance","0","0","0","0"
89,"scenario 1","ignorance","20","26","100","47"
102,"scenario 1","ignorance","77","92","100","100"
103,"scenario 1","ignorance","9","62","63","90"
114,"scenario 1","ignorance","74","61","52","60"
115,"scenario 1","ignorance","1","2","3","3"
117,"scenario 1","ignorance","0","5","50","3"
118,"scenario 1","ignorance","0","8","0","0"
119,"scenario 1","ignorance","40","50","100","100"
122,"scenario 1","ignorance","0","0","52","0"
127,"scenario 1","ignorance","100","100","100","100"
129,"scenario 1","ignorance","100","5","0","0"
132,"scenario 1","ignorance","0","9","0","0"
144,"scenario 1","ignorance","0","0","0","0"
145,"scenario 1","ignorance","100","83","100","100"
148,"scenario 1","ignorance","49","100","100","100"
150,"scenario 1","ignorance","0","0","0","0"
151,"scenario 1","ignorance","0","3","0","0"
159,"scenario 1","ignorance","71","79","89","89"
161,"scenario 1","ignorance","0","89","94","99"
163,"scenario 1","ignorance","0","3","3","4"
168,"scenario 1","ignorance","29","60","100","100"
170,"scenario 1","ignorance","61","52","40","47"
175,"scenario 1","ignorance","0","0","0","0"
183,"scenario 1","ignorance","77","81","77","100"
186,"scenario 1","ignorance","91","96","93","97"
187,"scenario 1","ignorance","91","91","51","93"
189,"scenario 1","ignorance","3","68","84","79"
192,"scenario 1","ignorance","0","0","0","0"
206,"scenario 1","ignorance","1","10","2","3"
207,"scenario 1","ignorance","4","3","4","4"
213,"scenario 1","ignorance","7","27","0","0"
226,"scenario 1","ignorance","1","2","9","0"
227,"scenario 1","ignorance","0","0","0","0"
229,"scenario 1","ignorance","0","29","7","1"
238,"scenario 1","ignorance","100","100","100","85"
249,"scenario 1","ignorance","0","12","5","0"
250,"scenario 1","ignorance","0","0","0","19"
253,"scenario 1","ignorance","0","0","16","1"
259,"scenario 1","ignorance","8","68","100","82"
261,"scenario 1","ignorance","2","2","1","1"
263,"scenario 1","ignorance","8","9","9","0"
266,"scenario 1","ignorance","74","74","85","78"
269,"scenario 1","ignorance","100","100","100","100"
270,"scenario 1","ignorance","50","100","100","100"
272,"scenario 1","ignorance","28","49","100","95"
281,"scenario 1","ignorance","72","51","94","84"
282,"scenario 1","ignorance","4","4","4","8"
286,"scenario 1","ignorance","0","0","10","0"
290,"scenario 1","ignorance","2","13","40","5"
292,"scenario 1","ignorance","9","5","6","0"
293,"scenario 1","ignorance","100","81","92","85"
295,"scenario 1","ignorance","93","82","86","81"
297,"scenario 1","ignorance","91","71","71","35"
300,"scenario 1","ignorance","0","0","0","0"
305,"scenario 1","ignorance","19","41","33","23"
311,"scenario 1","ignorance","56","100","76","100"
312,"scenario 1","ignorance","40","74","46","60"
322,"scenario 1","ignorance","0","100","0","71"
324,"scenario 1","ignorance","72","77","76","90"
331,"scenario 1","ignorance","93","93","97","98"
332,"scenario 1","ignorance","51","51","73","75"
339,"scenario 1","ignorance","0","1","0","1"
341,"scenario 1","ignorance","93","100","100","100"
342,"scenario 1","ignorance","0","81","0","0"
348,"scenario 1","ignorance","0","9","81","0"
352,"scenario 1","ignorance","0","35","0","0"
354,"scenario 1","ignorance","0","0","0","0"
356,"scenario 1","ignorance","0","0","0","0"
357,"scenario 1","ignorance","0","100","0","100"
360,"scenario 1","ignorance","50","71","52","73"
364,"scenario 1","ignorance","0","0","0","0"
369,"scenario 1","ignorance","50","72","91","93"
378,"scenario 1","ignorance","51","50","100","75"
381,"scenario 1","ignorance","29","51","92","48"
384,"scenario 1","ignorance","71","38","82","58"
386,"scenario 1","ignorance","51","50","100","93"
400,"scenario 1","ignorance","19","19","20","20"
4,"scenario 2","knowledge","0","7","100","11"
10,"scenario 2","knowledge","74","100","94","100"
13,"scenario 2","knowledge","81","100","100","100"
15,"scenario 2","knowledge","93","44","55","47"
18,"scenario 2","knowledge","100","25","0","0"
24,"scenario 2","knowledge","0","5","0","2"
25,"scenario 2","knowledge","0","0","0","0"
32,"scenario 2","knowledge","64","70","67","76"
37,"scenario 2","knowledge","88","92","98","94"
38,"scenario 2","knowledge","100","100","100","100"
46,"scenario 2","knowledge","50","50","100","50"
49,"scenario 2","knowledge","0","0","100","29"
51,"scenario 2","knowledge","61","74","55","77"
56,"scenario 2","knowledge","57","10","2","3"
63,"scenario 2","knowledge","22","18","33","24"
65,"scenario 2","knowledge","6","0","70","1"
70,"scenario 2","knowledge","0","0","0","0"
75,"scenario 2","knowledge","92","87","94","89"
82,"scenario 2","knowledge","0","0","0","0"
84,"scenario 2","knowledge","0","64","51","50"
91,"scenario 2","knowledge","0","0","0","0"
95,"scenario 2","knowledge","85","83","100","100"
97,"scenario 2","knowledge","17","22","52","23"
99,"scenario 2","knowledge","81","75","64","79"
100,"scenario 2","knowledge","14","13","53","26"
101,"scenario 2","knowledge","8","72","83","92"
117,"scenario 2","knowledge","0","3","0","0"
118,"scenario 2","knowledge","0","0","8","0"
120,"scenario 2","knowledge","0","29","0","6"
124,"scenario 2","knowledge","92","82","81","75"
125,"scenario 2","knowledge","0","15","50","20"
137,"scenario 2","knowledge","0","2","0","8"
138,"scenario 2","knowledge","0","18","11","23"
142,"scenario 2","knowledge","20","50","100","52"
152,"scenario 2","knowledge","0","8","0","1"
157,"scenario 2","knowledge","0","42","0","1"
160,"scenario 2","knowledge","100","100","100","100"
163,"scenario 2","knowledge","0","50","0","0"
166,"scenario 2","knowledge","9","12","13","12"
167,"scenario 2","knowledge","29","50","100","97"
175,"scenario 2","knowledge","60","74","86","88"
180,"scenario 2","knowledge","62","86","82","96"
185,"scenario 2","knowledge","52","48","68","47"
186,"scenario 2","knowledge","88","90","90","91"
190,"scenario 2","knowledge","49","39","83","56"
193,"scenario 2","knowledge","61","78","78","92"
194,"scenario 2","knowledge","0","0","0","0"
198,"scenario 2","knowledge","50","100","100","100"
199,"scenario 2","knowledge","30","30","17","42"
204,"scenario 2","knowledge","0","38","0","0"
208,"scenario 2","knowledge","7","9","49","10"
210,"scenario 2","knowledge","51","96","100","100"
211,"scenario 2","knowledge","53","42","65","48"
217,"scenario 2","knowledge","26","29","21","21"
218,"scenario 2","knowledge","2","2","50","2"
227,"scenario 2","knowledge","0","5","79","11"
229,"scenario 2","knowledge","50","50","72","7"
230,"scenario 2","knowledge","0","0","0","0"
246,"scenario 2","knowledge","0","0","0","0"
249,"scenario 2","knowledge","24","12","3","0"
253,"scenario 2","knowledge","70","81","100","100"
255,"scenario 2","knowledge","0","0","0","0"
259,"scenario 2","knowledge","34","65","100","90"
267,"scenario 2","knowledge","6","9","5","4"
268,"scenario 2","knowledge","0","71","100","84"
269,"scenario 2","knowledge","50","50","50","51"
271,"scenario 2","knowledge","20","0","0","0"
278,"scenario 2","knowledge","0","0","0","2"
279,"scenario 2","knowledge","29","21","40","17"
282,"scenario 2","knowledge","55","76","91","77"
283,"scenario 2","knowledge","81","82","82","82"
291,"scenario 2","knowledge","81","83","94","89"
299,"scenario 2","knowledge","12","15","11","16"
310,"scenario 2","knowledge","100","100","100","100"
313,"scenario 2","knowledge","0","9","0","7"
314,"scenario 2","knowledge","81","60","66","61"
317,"scenario 2","knowledge","8","20","90","50"
320,"scenario 2","knowledge","84","75","100","85"
324,"scenario 2","knowledge","12","29","12","21"
325,"scenario 2","knowledge","100","85","100","66"
336,"scenario 2","knowledge","50","91","75","100"
340,"scenario 2","knowledge","98","100","100","100"
343,"scenario 2","knowledge","15","13","75","12"
346,"scenario 2","knowledge","9","50","90","81"
348,"scenario 2","knowledge","0","40","100","80"
349,"scenario 2","knowledge","51","50","100","81"
351,"scenario 2","knowledge","0","4","0","0"
352,"scenario 2","knowledge","0","0","0","0"
355,"scenario 2","knowledge","0","18","18","19"
361,"scenario 2","knowledge","17","54","77","70"
365,"scenario 2","knowledge","0","7","0","1"
366,"scenario 2","knowledge","70","63","100","100"
371,"scenario 2","knowledge","100","100","100","100"
373,"scenario 2","knowledge","29","22","33","24"
374,"scenario 2","knowledge","0","51","71","54"
385,"scenario 2","knowledge","0","6","34","19"
392,"scenario 2","knowledge","3","9","7","7"
395,"scenario 2","knowledge","65","44","49","48"
2,"scenario 2","ignorance","0","1","0","0"
5,"scenario 2","ignorance","30","81","17","49"
8,"scenario 2","ignorance","0","0","0","0"
17,"scenario 2","ignorance","3","91","95","96"
20,"scenario 2","ignorance","2","32","32","18"
30,"scenario 2","ignorance","0","30","100","22"
31,"scenario 2","ignorance","50","50","50","49"
36,"scenario 2","ignorance","25","20","24","29"
40,"scenario 2","ignorance","0","2","2","2"
44,"scenario 2","ignorance","0","0","100","49"
47,"scenario 2","ignorance","50","51","69","51"
52,"scenario 2","ignorance","3","40","100","83"
54,"scenario 2","ignorance","0","2","0","1"
57,"scenario 2","ignorance","0","19","52","18"
67,"scenario 2","ignorance","100","100","100","100"
68,"scenario 2","ignorance","4","57","100","66"
71,"scenario 2","ignorance","85","73","95","75"
72,"scenario 2","ignorance","100","100","100","100"
77,"scenario 2","ignorance","0","50","0","24"
79,"scenario 2","ignorance","77","100","100","100"
86,"scenario 2","ignorance","50","69","51","55"
87,"scenario 2","ignorance","74","60","37","32"
88,"scenario 2","ignorance","100","100","100","100"
89,"scenario 2","ignorance","0","0","0","0"
92,"scenario 2","ignorance","13","40","71","28"
102,"scenario 2","ignorance","99","100","100","100"
104,"scenario 2","ignorance","76","86","77","75"
107,"scenario 2","ignorance","0","51","52","54"
109,"scenario 2","ignorance","0","0","0","0"
116,"scenario 2","ignorance","87","92","92","92"
128,"scenario 2","ignorance","0","0","0","0"
133,"scenario 2","ignorance","41","78","97","93"
134,"scenario 2","ignorance","0","0","0","0"
135,"scenario 2","ignorance","100","100","100","100"
139,"scenario 2","ignorance","53","2","55","5"
143,"scenario 2","ignorance","86","96","96","97"
144,"scenario 2","ignorance","8","19","0","0"
145,"scenario 2","ignorance","62","53","100","82"
146,"scenario 2","ignorance","17","31","57","54"
148,"scenario 2","ignorance","100","100","0","0"
164,"scenario 2","ignorance","100","100","100","100"
165,"scenario 2","ignorance","0","19","0","10"
172,"scenario 2","ignorance","81","75","89","90"
179,"scenario 2","ignorance","5","8","13","12"
184,"scenario 2","ignorance","52","40","82","47"
187,"scenario 2","ignorance","9","71","29","43"
188,"scenario 2","ignorance","0","0","0","0"
192,"scenario 2","ignorance","0","0","0","0"
196,"scenario 2","ignorance","100","28","100","10"
205,"scenario 2","ignorance","9","29","0","0"
209,"scenario 2","ignorance","0","12","100","23"
213,"scenario 2","ignorance","39","28","79","60"
214,"scenario 2","ignorance","3","0","14","6"
220,"scenario 2","ignorance","100","50","0","0"
221,"scenario 2","ignorance","19","31","14","14"
223,"scenario 2","ignorance","0","0","0","0"
236,"scenario 2","ignorance","54","70","80","84"
240,"scenario 2","ignorance","22","49","100","100"
241,"scenario 2","ignorance","60","65","58","63"
242,"scenario 2","ignorance","0","0","0","0"
244,"scenario 2","ignorance","81","81","92","83"
245,"scenario 2","ignorance","51","50","61","62"
247,"scenario 2","ignorance","100","100","100","100"
252,"scenario 2","ignorance","0","50","0","0"
261,"scenario 2","ignorance","0","0","0","0"
264,"scenario 2","ignorance","100","100","100","100"
265,"scenario 2","ignorance","91","81","91","84"
266,"scenario 2","ignorance","33","22","51","14"
275,"scenario 2","ignorance","26","55","92","78"
276,"scenario 2","ignorance","0","49","0","0"
281,"scenario 2","ignorance","0","0","0","0"
287,"scenario 2","ignorance","29","27","59","28"
294,"scenario 2","ignorance","71","76","100","76"
295,"scenario 2","ignorance","87","72","79","74"
296,"scenario 2","ignorance","26","67","92","68"
297,"scenario 2","ignorance","13","18","31","32"
304,"scenario 2","ignorance","15","50","96","7"
307,"scenario 2","ignorance","0","0","0","0"
309,"scenario 2","ignorance","100","41","81","11"
312,"scenario 2","ignorance","28","38","51","58"
318,"scenario 2","ignorance","51","65","51","47"
319,"scenario 2","ignorance","61","75","94","95"
329,"scenario 2","ignorance","100","90","91","72"
330,"scenario 2","ignorance","0","2","2","0"
337,"scenario 2","ignorance","100","0","0","0"
342,"scenario 2","ignorance","0","38","0","0"
347,"scenario 2","ignorance","0","8","50","12"
353,"scenario 2","ignorance","73","100","74","88"
354,"scenario 2","ignorance","100","100","100","100"
357,"scenario 2","ignorance","0","76","76","77"
358,"scenario 2","ignorance","24","56","53","53"
359,"scenario 2","ignorance","21","25","23","37"
364,"scenario 2","ignorance","50","50","49","50"
367,"scenario 2","ignorance","0","61","0","0"
378,"scenario 2","ignorance","100","93","92","86"
386,"scenario 2","ignorance","52","50","100","49"
391,"scenario 2","ignorance","13","9","0","9"
394,"scenario 2","ignorance","0","50","100","30"
398,"scenario 2","ignorance","92","46","39","40"
399,"scenario 2","ignorance","73","62","61","68"
401,"scenario 2","ignorance","82","91","100","100"
4,"scenario 3","knowledge","0","49","100","18"
5,"scenario 3","knowledge","100","100","100","100"
12,"scenario 3","knowledge","71","71","43","87"
17,"scenario 3","knowledge","0","36","99","54"
20,"scenario 3","knowledge","100","86","52","52"
23,"scenario 3","knowledge","0","9","9","9"
25,"scenario 3","knowledge","26","8","10","53"
31,"scenario 3","knowledge","0","50","39","76"
34,"scenario 3","knowledge","70","49","84","55"
35,"scenario 3","knowledge","47","48","51","45"
39,"scenario 3","knowledge","11","8","15","12"
42,"scenario 3","knowledge","0","8","7","8"
48,"scenario 3","knowledge","3","51","4","6"
53,"scenario 3","knowledge","0","70","50","42"
57,"scenario 3","knowledge","0","15","100","38"
58,"scenario 3","knowledge","3","52","17","10"
61,"scenario 3","knowledge","0","0","1","12"
65,"scenario 3","knowledge","1","0","0","0"
68,"scenario 3","knowledge","70","87","95","92"
76,"scenario 3","knowledge","0","8","0","0"
79,"scenario 3","knowledge","25","51","33","79"
87,"scenario 3","knowledge","80","46","45","38"
88,"scenario 3","knowledge","62","51","52","50"
90,"scenario 3","knowledge","0","71","100","93"
96,"scenario 3","knowledge","43","58","79","32"
98,"scenario 3","knowledge","5","5","3","0"
103,"scenario 3","knowledge","9","21","0","2"
106,"scenario 3","knowledge","8","8","29","7"
110,"scenario 3","knowledge","9","13","10","13"
111,"scenario 3","knowledge","2","67","13","66"
115,"scenario 3","knowledge","18","30","39","45"
123,"scenario 3","knowledge","8","19","30","8"
130,"scenario 3","knowledge","24","51","36","34"
136,"scenario 3","knowledge","22","26","37","28"
138,"scenario 3","knowledge","12","16","65","40"
140,"scenario 3","knowledge","0","0","0","0"
155,"scenario 3","knowledge","3","14","3","2"
156,"scenario 3","knowledge","0","50","83","51"
158,"scenario 3","knowledge","0","0","0","0"
163,"scenario 3","knowledge","0","31","41","44"
168,"scenario 3","knowledge","3","30","100","51"
172,"scenario 3","knowledge","16","20","100","40"
173,"scenario 3","knowledge","0","0","0","0"
177,"scenario 3","knowledge","0","9","0","0"
179,"scenario 3","knowledge","2","18","22","17"
180,"scenario 3","knowledge","0","16","0","0"
182,"scenario 3","knowledge","39","51","65","24"
183,"scenario 3","knowledge","0","0","86","0"
190,"scenario 3","knowledge","50","50","82","51"
199,"scenario 3","knowledge","100","28","18","8"
200,"scenario 3","knowledge","0","98","0","0"
207,"scenario 3","knowledge","27","45","23","14"
210,"scenario 3","knowledge","0","9","0","0"
214,"scenario 3","knowledge","88","77","33","14"
215,"scenario 3","knowledge","6","35","5","41"
216,"scenario 3","knowledge","55","33","32","75"
218,"scenario 3","knowledge","15","28","37","66"
221,"scenario 3","knowledge","3","21","93","85"
222,"scenario 3","knowledge","8","10","8","10"
229,"scenario 3","knowledge","5","13","95","91"
232,"scenario 3","knowledge","32","71","60","40"
234,"scenario 3","knowledge","0","27","0","20"
235,"scenario 3","knowledge","9","77","72","81"
243,"scenario 3","knowledge","3","11","8","10"
247,"scenario 3","knowledge","2","37","100","31"
256,"scenario 3","knowledge","42","38","30","21"
259,"scenario 3","knowledge","0","8","10","3"
262,"scenario 3","knowledge","0","61","40","76"
270,"scenario 3","knowledge","0","40","0","10"
271,"scenario 3","knowledge","0","79","0","0"
272,"scenario 3","knowledge","30","50","24","5"
273,"scenario 3","knowledge","100","100","19","19"
279,"scenario 3","knowledge","38","39","26","43"
281,"scenario 3","knowledge","0","81","63","75"
286,"scenario 3","knowledge","9","40","8","40"
292,"scenario 3","knowledge","0","29","5","0"
295,"scenario 3","knowledge","86","77","85","81"
300,"scenario 3","knowledge","20","23","36","26"
303,"scenario 3","knowledge","0","3","0","3"
316,"scenario 3","knowledge","50","99","48","80"
320,"scenario 3","knowledge","3","7","100","22"
324,"scenario 3","knowledge","21","23","70","15"
333,"scenario 3","knowledge","25","40","20","21"
334,"scenario 3","knowledge","39","40","70","70"
335,"scenario 3","knowledge","0","51","100","68"
339,"scenario 3","knowledge","0","3","1","1"
341,"scenario 3","knowledge","87","100","92","99"
342,"scenario 3","knowledge","71","91","76","84"
351,"scenario 3","knowledge","28","41","49","74"
353,"scenario 3","knowledge","100","100","100","100"
356,"scenario 3","knowledge","9","8","83","37"
360,"scenario 3","knowledge","0","50","100","29"
362,"scenario 3","knowledge","0","8","0","2"
366,"scenario 3","knowledge","0","33","15","42"
367,"scenario 3","knowledge","0","0","0","0"
375,"scenario 3","knowledge","71","79","80","79"
378,"scenario 3","knowledge","12","44","88","44"
379,"scenario 3","knowledge","0","41","63","51"
386,"scenario 3","knowledge","0","20","0","29"
388,"scenario 3","knowledge","22","45","69","53"
396,"scenario 3","knowledge","0","22","0","0"
400,"scenario 3","knowledge","69","72","70","71"
2,"scenario 3","ignorance","0","4","5","0"
9,"scenario 3","ignorance","2","50","82","82"
10,"scenario 3","ignorance","50","38","52","32"
11,"scenario 3","ignorance","0","0","53","2"
22,"scenario 3","ignorance","100","81","32","25"
24,"scenario 3","ignorance","8","63","82","78"
29,"scenario 3","ignorance","63","66","79","42"
37,"scenario 3","ignorance","23","66","16","35"
40,"scenario 3","ignorance","100","81","100","92"
41,"scenario 3","ignorance","0","0","0","0"
43,"scenario 3","ignorance","0","20","72","22"
46,"scenario 3","ignorance","0","19","20","12"
50,"scenario 3","ignorance","40","58","80","47"
59,"scenario 3","ignorance","0","0","0","0"
64,"scenario 3","ignorance","66","61","88","53"
66,"scenario 3","ignorance","11","32","85","28"
67,"scenario 3","ignorance","0","22","22","23"
69,"scenario 3","ignorance","37","61","28","38"
71,"scenario 3","ignorance","63","7","8","9"
74,"scenario 3","ignorance","10","30","30","31"
77,"scenario 3","ignorance","40","55","19","52"
81,"scenario 3","ignorance","71","97","96","97"
85,"scenario 3","ignorance","0","0","100","9"
94,"scenario 3","ignorance","0","4","0","0"
97,"scenario 3","ignorance","44","29","19","20"
105,"scenario 3","ignorance","0","0","100","49"
108,"scenario 3","ignorance","18","76","9","43"
114,"scenario 3","ignorance","87","81","73","80"
121,"scenario 3","ignorance","76","92","52","95"
126,"scenario 3","ignorance","0","1","0","1"
127,"scenario 3","ignorance","38","42","5","15"
128,"scenario 3","ignorance","0","0","0","0"
141,"scenario 3","ignorance","38","33","34","15"
143,"scenario 3","ignorance","8","61","2","75"
149,"scenario 3","ignorance","28","29","0","21"
153,"scenario 3","ignorance","40","51","95","87"
154,"scenario 3","ignorance","70","76","67","73"
157,"scenario 3","ignorance","41","92","71","82"
159,"scenario 3","ignorance","66","26","24","49"
160,"scenario 3","ignorance","100","71","61","43"
162,"scenario 3","ignorance","34","20","61","46"
167,"scenario 3","ignorance","0","0","0","1"
176,"scenario 3","ignorance","59","28","37","49"
184,"scenario 3","ignorance","51","65","82","72"
189,"scenario 3","ignorance","1","88","87","88"
192,"scenario 3","ignorance","0","0","0","0"
194,"scenario 3","ignorance","0","8","92","7"
195,"scenario 3","ignorance","0","0","89","2"
198,"scenario 3","ignorance","5","52","49","100"
201,"scenario 3","ignorance","19","28","48","28"
204,"scenario 3","ignorance","57","73","58","61"
205,"scenario 3","ignorance","35","66","44","68"
208,"scenario 3","ignorance","10","8","50","20"
211,"scenario 3","ignorance","50","40","25","44"
224,"scenario 3","ignorance","55","37","27","40"
228,"scenario 3","ignorance","31","58","31","60"
233,"scenario 3","ignorance","50","100","4","57"
236,"scenario 3","ignorance","0","32","100","62"
240,"scenario 3","ignorance","0","13","63","11"
241,"scenario 3","ignorance","50","73","51","63"
251,"scenario 3","ignorance","0","14","4","7"
252,"scenario 3","ignorance","0","57","26","47"
254,"scenario 3","ignorance","11","62","91","73"
257,"scenario 3","ignorance","40","19","100","51"
258,"scenario 3","ignorance","0","52","59","51"
263,"scenario 3","ignorance","0","8","0","0"
264,"scenario 3","ignorance","0","51","76","12"
265,"scenario 3","ignorance","71","59","66","61"
268,"scenario 3","ignorance","0","50","100","50"
274,"scenario 3","ignorance","0","7","9","5"
282,"scenario 3","ignorance","1","2","3","3"
283,"scenario 3","ignorance","0","100","0","50"
284,"scenario 3","ignorance","0","0","0","0"
290,"scenario 3","ignorance","58","74","28","30"
298,"scenario 3","ignorance","30","30","16","3"
305,"scenario 3","ignorance","61","17","88","43"
306,"scenario 3","ignorance","5","74","5","5"
311,"scenario 3","ignorance","50","49","64","33"
312,"scenario 3","ignorance","100","80","45","73"
313,"scenario 3","ignorance","12","18","69","17"
319,"scenario 3","ignorance","28","13","19","30"
327,"scenario 3","ignorance","10","3","5","6"
328,"scenario 3","ignorance","0","49","0","0"
329,"scenario 3","ignorance","10","30","16","14"
336,"scenario 3","ignorance","50","51","84","52"
343,"scenario 3","ignorance","0","3","2","1"
347,"scenario 3","ignorance","0","0","0","0"
358,"scenario 3","ignorance","23","10","41","6"
364,"scenario 3","ignorance","0","3","0","2"
368,"scenario 3","ignorance","24","75","0","76"
369,"scenario 3","ignorance","32","22","78","64"
372,"scenario 3","ignorance","30","11","3","2"
374,"scenario 3","ignorance","0","0","0","0"
380,"scenario 3","ignorance","0","81","0","81"
382,"scenario 3","ignorance","0","14","33","24"
385,"scenario 3","ignorance","78","62","77","59"
391,"scenario 3","ignorance","30","36","33","43"
397,"scenario 3","ignorance","0","9","100","20"
398,"scenario 3","ignorance","36","52","44","41"
399,"scenario 3","ignorance","69","67","60","64"
1,"scenario 4","knowledge","68","64","74","59"
5,"scenario 4","knowledge","0","19","0","4"
8,"scenario 4","knowledge","0","0","0","0"
14,"scenario 4","knowledge","32","29","30","27"
15,"scenario 4","knowledge","100","60","63","87"
16,"scenario 4","knowledge","5","50","9","33"
26,"scenario 4","knowledge","81","84","100","85"
36,"scenario 4","knowledge","76","71","70","73"
38,"scenario 4","knowledge","0","0","0","0"
